"Professor","Course","Semester","AcademicYear","StudentName","EvaluationScore"
"Wang","Data Visualization","Fall",2021,"Antonietta Kyrkeman",67.69194304
"Wang","Statistics","Spring",2021,"Antonietta Kyrkeman",67.28050991
"Antony","Communication","Fall",4047,"April Van Arsdall",138.08863572
"Cindy","Accounting","Fall",4047,"April Van Arsdall",141.4422173
"Kim","Python2","Spring",2023,"April Van Arsdall",78.84469835
"Lee","Data Visualization","Spring",2023,"April Van Arsdall",68.11092271
"Peter","General Biology","Spring",2023,"April Van Arsdall",73.163152
"Sue","Commercial Law","Spring",2023,"April Van Arsdall",70.24605726
"Tim","Investment","Fall",2023,"April Van Arsdall",83.65148254
"Wang","Statistics","Fall",2023,"April Van Arsdall",69.79919227
"Andrew","Investment","Fall",2022,"Ara Dennitts",70.11528042
"Jason","Big Data","Fall",2022,"Ara Dennitts",79.02421259
"Lee","Statistics","Spring",2022,"Ara Dennitts",76.26162122
"Sue","Commercial Law","Spring",2022,"Ara Dennitts",91.25008439
"Tim","Accounting","Spring",2022,"Ara Dennitts",83.78308547
"Tony","Modern History","Spring",2022,"Ara Dennitts",89.00145341
"Cindy","Accounting","Fall",4045,"Arabela Goulborne",138.8501038
"Jill","Environmental Ethics","Fall",2021,"Arabela Goulborne",78.58056668
"Lee","Data Visualization","Spring",2021,"Arabela Goulborne",69.16887574
"Peter","General Biology","Spring",2021,"Arabela Goulborne",72.74300524
"Tina","Big Data","Fall",2021,"Arabela Goulborne",68.72595894
"Tony","Modern History","Spring",2021,"Arabela Goulborne",76.75283107
"Wang","Statistics","Fall",2021,"Arabela Goulborne",68.41332824
"Cindy","Accounting","Fall",4045,"Ardys Kinghorn",153.13272734
"Fiona","Financial Modeling","Fall",2021,"Ardys Kinghorn",73.46718696
"Jill","Environmental Ethics","Fall",2021,"Ardys Kinghorn",71.21486916
"Lee","Data Visualization","Spring",2021,"Ardys Kinghorn",70.97086348
"Lee","Python2","Fall",2021,"Ardys Kinghorn",73.57669108
"Sue","Commercial Law","Fall",2021,"Ardys Kinghorn",68.30799324
"Tim","Investment","Fall",2021,"Ardys Kinghorn",81.49092142
"Tina","Big Data","Fall",2021,"Ardys Kinghorn",81.73856431
"Wang","Statistics","Fall",2021,"Ardys Kinghorn",68.32302257
"Jack","US History","Fall",2019,"Ardys Sturley",73.17614463
"Jack","Urban sociology","Fall",2019,"Ardys Sturley",69.17337459
"Jill","Environmental Ethics","Spring",2019,"Ardys Sturley",71.0416357
"Tim","Accounting","Spring",2019,"Ardys Sturley",80.05909593
"Wang","Statistics","Spring",2019,"Ardys Sturley",67.17921338
"Jimmy","Counseling Psychology","Fall",2020,"Ardys Stych",69.13543512
"Kim","Data Visualization","Fall",2020,"Ardys Stych",83.08765411
"Jack","Urban sociology","Fall",2020,"Ardyth Shelsher",73.057734
"Jason","Big Data","Fall",2020,"Ardyth Shelsher",65.15230272
"Kim","Data Visualization","Fall",2020,"Ardyth Shelsher",83.67672606
"Lee","Statistics","Fall",2020,"Ardyth Shelsher",77.49727669
"Antony","Communication","Spring",4045,"Aridatha Paish",160.70864004
"Jack","Urban sociology","Spring",2021,"Aridatha Paish",70.77643946
"Jill","Environmental Ethics","Spring",2021,"Aridatha Paish",80.48382546
"Jimmy","Counseling Psychology","Fall",2021,"Aridatha Paish",73.30731686
"Sue","Commercial Law","Fall",2021,"Aridatha Paish",74.01830494
"Tony","Modern History","Fall",2021,"Aridatha Paish",77.61322487
"Wang","Data Visualization","Fall",2021,"Aridatha Paish",69.889548
"Jack","US History","Fall",2023,"Ario Creed",71.2143411
"Tony","Modern History","Fall",2023,"Ario Creed",76.51618264
"Antony","Communication","Fall",4047,"Aristotle Murrey",140.14340642
"Tim","Investment","Fall",2023,"Aristotle Murrey",80.54649281
"Tony","Modern History","Fall",2023,"Aristotle Murrey",72.83662122
"Wang","Statistics","Fall",2023,"Aristotle Murrey",70.58090739
"Antony","Communication","Spring",4046,"Arley Qualtro",147.7244998
"Fiona","Financial Modeling","Fall",2022,"Arley Qualtro",76.49877021
"Tim","Accounting","Fall",2022,"Arley Qualtro",82.83647412
"Andrew","Investment","Spring",2019,"Arliene Bessant",89.55176214
"Cindy","Financial Modeling","Spring",4043,"Arliene Bessant",167.99912208
"Jason","Big Data","Fall",2019,"Arliene Bessant",94.7887451
"Jill","Environmental Ethics","Fall",2019,"Arliene Bessant",90.54787358
"Jimmy","Counseling Psychology","Fall",2019,"Arliene Bessant",86.39106762
"Sue","Commercial Law","Fall",2019,"Arliene Bessant",92.63882016
"Lee","Data Visualization","Spring",2022,"Arliene Rasper",79.30510986
"Andrew","Investment","Fall",2022,"Arlinda Wooff",89.0297654
"Jason","Big Data","Fall",2022,"Arlinda Wooff",87.39608679
"Jill","Environmental Ethics","Fall",2022,"Arlinda Wooff",92.02656687
"Jimmy","Counseling Psychology","Spring",2022,"Arlinda Wooff",88.39884298
"Kim","Python2","Fall",2022,"Arlinda Wooff",91.53951491
"Lee","Data Visualization","Fall",2022,"Arlinda Wooff",90.13216205
"Peter","General Biology","Fall",2022,"Arlinda Wooff",92.37486483
"Tim","Accounting","Fall",2022,"Arlinda Wooff",98.74263981
"Tony","Modern History","Fall",2022,"Arlinda Wooff",87.71030704
"Andrew","Investment","Fall",2020,"Armand Battill",84.72538705
"Antony","Communication","Fall",4044,"Armand Battill",136.21019604
"Cindy","Accounting","Fall",4044,"Armand Battill",144.9963061
"Fiona","Financial Modeling","Spring",2020,"Armand Battill",67.16680136
"Jack","Urban sociology","Fall",2020,"Armand Battill",72.71492555
"Jane","US History","Spring",2020,"Armand Battill",70.96918754
"Jason","Big Data","Fall",2020,"Armand Battill",67.72095074
"Jimmy","Counseling Psychology","Fall",2020,"Armand Battill",76.29595063
"Kim","Data Visualization","Fall",2020,"Armand Battill",70.02303955
"Lee","Python2","Spring",2020,"Armand Battill",70.42607569
"Lee","Statistics","Fall",2020,"Armand Battill",75.67343514
"Peter","General Biology","Fall",2020,"Armand Battill",70.06757657
"Sue","Commercial Law","Spring",2020,"Armand Battill",77.76816553
"Tony","Modern History","Fall",2020,"Armand Battill",75.44199918
"Antony","Communication","Spring",4045,"Arni Klugel",167.16938206
"Cindy","Accounting","Fall",4045,"Arni Klugel",135.86215122
"Fiona","Financial Modeling","Fall",2021,"Arni Klugel",71.67035879
"Jack","US History","Fall",2021,"Arni Klugel",75.36713
"Jack","Urban sociology","Spring",2021,"Arni Klugel",72.2595644
"Jill","Environmental Ethics","Fall",2021,"Arni Klugel",74.33604347
"Jimmy","Counseling Psychology","Fall",2021,"Arni Klugel",65.46329412
"Sue","Commercial Law","Spring",2021,"Arni Klugel",71.70565446
"Tony","Modern History","Spring",2021,"Arni Klugel",71.3132711
"Wang","Data Visualization","Fall",2021,"Arni Klugel",67.51102996
"Wang","Statistics","Spring",2021,"Arni Klugel",67.53548021
"Jill","Environmental Ethics","Fall",2023,"Artur Kidder",93.9913934
"Kim","Python2","Spring",2023,"Artur Kidder",92.16940766
"Peter","General Biology","Spring",2023,"Artur Kidder",92.05598727
"Tony","Modern History","Spring",2023,"Artur Kidder",95.64892025
"Andrew","Investment","Spring",2021,"Artus Fleckney",72.34290382
"Antony","Communication","Spring",4045,"Artus Fleckney",137.2022341
"Jill","Environmental Ethics","Fall",2021,"Artus Fleckney",74.56940691
"Sue","Commercial Law","Fall",2021,"Artus Fleckney",77.39803149
"Wang","Data Visualization","Fall",2021,"Artus Fleckney",70.89064676
"Andrew","Investment","Spring",2022,"Ashly Josovich",85.97054653
"Antony","Communication","Fall",4046,"Ashly Josovich",170.1452433
"Jason","Big Data","Spring",2022,"Ashly Josovich",70.65906659
"Kim","Python2","Fall",2022,"Ashly Josovich",77.32754604
"Tim","Accounting","Spring",2022,"Ashly Josovich",74.17993862
"Tony","Modern History","Fall",2022,"Ashly Josovich",72.36815992
"Andrew","Investment","Spring",2021,"Aubine BURWIN",78.32273081
"Cindy","Accounting","Fall",4045,"Aubine BURWIN",153.84324354
"Jack","Urban sociology","Spring",2021,"Aubine BURWIN",69.49277003
"Jill","Environmental Ethics","Spring",2021,"Aubine BURWIN",69.43802415
"Lee","Python2","Fall",2021,"Aubine BURWIN",77.38886337
"Peter","General Biology","Fall",2021,"Aubine BURWIN",74.3671318
"Antony","Communication","Spring",4043,"Audi Petters",147.41938838
"Jimmy","Counseling Psychology","Fall",2019,"Audi Petters",85.19798236
"Kim","Python2","Fall",2019,"Audi Petters",78.23850391
"Peter","General Biology","Fall",2019,"Audi Petters",76.19206036
"Sue","Commercial Law","Fall",2019,"Audi Petters",78.55189883
"Tim","Accounting","Fall",2019,"Audi Petters",79.93028025
"Tim","Investment","Fall",2019,"Audi Petters",69.14708783
"Wang","Statistics","Spring",2019,"Audi Petters",68.46214331
"Andrew","Investment","Fall",2020,"Audra Shingfield",66.93177349
"Antony","Communication","Fall",4044,"Audra Shingfield",173.39871842
"Cindy","Accounting","Fall",4044,"Audra Shingfield",136.93755828
"Jason","Big Data","Spring",2020,"Audra Shingfield",80.72696171
"Jimmy","Counseling Psychology","Spring",2020,"Audra Shingfield",69.70300637
"Lee","Python2","Spring",2020,"Audra Shingfield",69.25453779
"Lee","Statistics","Spring",2020,"Audra Shingfield",78.90284359
"Peter","General Biology","Fall",2020,"Audra Shingfield",78.79637374
"Sue","Commercial Law","Spring",2020,"Audra Shingfield",75.82730539
"Cindy","Accounting","Fall",4044,"Audrie Probyn",153.59755956
"Lee","Data Visualization","Spring",2020,"Audrie Probyn",75.53722656
"Lee","Python2","Spring",2020,"Audrie Probyn",68.37600974
"Lee","Statistics","Fall",2020,"Audrie Probyn",77.98000861
"Peter","General Biology","Spring",2020,"Audrie Probyn",65.18005953
"Sue","Commercial Law","Fall",2020,"Audrie Probyn",75.03686265
"Kim","Python2","Fall",2022,"Audy Clementson",76.42518356
"Sue","Commercial Law","Fall",2022,"Audy Clementson",70.52973342
"Andrew","Investment","Spring",2019,"Augustine Cromarty",79.85316081
"Cindy","Financial Modeling","Spring",4043,"Augustine Cromarty",150.89063096
"Jimmy","Counseling Psychology","Fall",2019,"Augustine Cromarty",84.18241679
"Kim","Python2","Spring",2019,"Augustine Cromarty",77.66830973
"Tim","Accounting","Fall",2019,"Augustine Cromarty",78.07283008
"Tina","Big Data","Spring",2019,"Augustine Cromarty",78.56393344
"Wang","Data Visualization","Spring",2019,"Augustine Cromarty",67.30363917
"Antony","Communication","Fall",4047,"Auroora Tapin",146.3387859
"Cindy","Accounting","Fall",4047,"Auroora Tapin",138.96866556
"Cindy","Financial Modeling","Spring",4047,"Auroora Tapin",147.5758447
"Jack","Urban sociology","Fall",2023,"Auroora Tapin",73.14168019
"Jill","Environmental Ethics","Fall",2023,"Auroora Tapin",71.22905275
"Jimmy","Counseling Psychology","Spring",2023,"Auroora Tapin",71.47148617
"Lee","Data Visualization","Fall",2023,"Auroora Tapin",70.10495896
"Antony","Communication","Spring",4045,"Averil de Marco",156.6916317
"Cindy","Accounting","Fall",4045,"Averil de Marco",145.36963128
"Jill","Environmental Ethics","Spring",2021,"Averil de Marco",85.89733474
"Peter","General Biology","Spring",2021,"Averil de Marco",76.8054754
"Tim","Investment","Fall",2021,"Averil de Marco",70.04784014
"Wang","Statistics","Fall",2021,"Averil de Marco",69.69125206
"Antony","Communication","Fall",4045,"Avery Tyers",146.73522328
"Fiona","Financial Modeling","Fall",2021,"Avery Tyers",69.3158373
"Jack","Urban sociology","Spring",2021,"Avery Tyers",70.56458907
"Jill","Environmental Ethics","Fall",2021,"Avery Tyers",70.29865976
"Jimmy","Counseling Psychology","Fall",2021,"Avery Tyers",81.3619436
"Lee","Data Visualization","Spring",2021,"Avery Tyers",79.7504178
"Lee","Python2","Fall",2021,"Avery Tyers",68.91699593
"Peter","General Biology","Spring",2021,"Avery Tyers",80.51332601
"Sue","Commercial Law","Fall",2021,"Avery Tyers",74.32669979
"Tina","Big Data","Fall",2021,"Avery Tyers",71.07933795
"Tony","Modern History","Fall",2021,"Avery Tyers",69.40081339
"Wang","Statistics","Fall",2021,"Avery Tyers",69.29438166
"Antony","Communication","Fall",4044,"Axel Hayto",178.79495192
"Jane","US History","Spring",2020,"Axel Hayto",83.01880581
"Peter","General Biology","Fall",2020,"Axel Hayto",83.32282779
"Cindy","Financial Modeling","Fall",4044,"Aylmer Bootherstone",144.99544182
"Jack","US History","Fall",2020,"Aylmer Bootherstone",71.16333538
"Lee","Data Visualization","Spring",2020,"Aylmer Bootherstone",81.69379465
"Lee","Statistics","Fall",2020,"Aylmer Bootherstone",77.58039978
"Jill","Environmental Ethics","Fall",2020,"Aymer Jessup",86.79424996
"Jack","US History","Fall",2022,"Babara O'Hickee",71.60691019
"Jack","Urban sociology","Spring",2022,"Babara O'Hickee",68.46137047
"Jimmy","Counseling Psychology","Fall",2022,"Babara O'Hickee",83.61687058
"Kim","Python2","Fall",2022,"Babara O'Hickee",86.67069865
"Sue","Commercial Law","Fall",2022,"Babara O'Hickee",77.78150167
"Antony","Communication","Fall",4043,"Babita Hazlewood",163.33931878
"Cindy","Financial Modeling","Fall",4043,"Babita Hazlewood",141.85715652
"Jill","Environmental Ethics","Spring",2019,"Babita Hazlewood",84.71141679
"Kim","Python2","Spring",2019,"Babita Hazlewood",72.39187216
"Tim","Accounting","Fall",2019,"Babita Hazlewood",79.61610072
"Tina","Big Data","Spring",2019,"Babita Hazlewood",65.56576199
"Wang","Data Visualization","Spring",2019,"Babita Hazlewood",68.15200803
"Andrew","Investment","Fall",2020,"Bailie Wilne",66.88556083
"Antony","Communication","Fall",4044,"Bailie Wilne",139.74154048
"Cindy","Accounting","Spring",4044,"Bailie Wilne",135.1835039
"Fiona","Financial Modeling","Spring",4044,"Bailie Wilne",157.16606566
"Jack","US History","Fall",2020,"Bailie Wilne",73.7173346
"Jack","Urban sociology","Fall",2020,"Bailie Wilne",71.14144019
"Jason","Big Data","Spring",2020,"Bailie Wilne",83.86083221
"Jimmy","Counseling Psychology","Fall",2020,"Bailie Wilne",84.01951003
"Kim","Data Visualization","Fall",2020,"Bailie Wilne",75.56321807
"Lee","Python2","Spring",2020,"Bailie Wilne",76.188286
"Lee","Statistics","Fall",2020,"Bailie Wilne",75.35862884
"Peter","General Biology","Fall",2020,"Bailie Wilne",72.40629895
"Sue","Commercial Law","Spring",2020,"Bailie Wilne",68.95494427
"Tony","Modern History","Fall",2020,"Bailie Wilne",71.47652992
"Antony","Communication","Fall",4047,"Bank McDyer",184.16922722
"Cindy","Accounting","Fall",4047,"Bank McDyer",158.97200906
"Fiona","Financial Modeling","Fall",2023,"Bank McDyer",89.60181127
"Jason","Big Data","Fall",2023,"Bank McDyer",95.63407315
"Jimmy","Counseling Psychology","Fall",2023,"Bank McDyer",91.73035423
"Peter","General Biology","Spring",2023,"Bank McDyer",82.07318128
"Sue","Commercial Law","Fall",2023,"Bank McDyer",86.03831323
"Tony","Modern History","Spring",2023,"Bank McDyer",86.7074802
"Wang","Statistics","Fall",2023,"Bank McDyer",76.93069938
"Antony","Communication","Fall",4045,"Barbabas Shimwall",169.58842042
"Cindy","Accounting","Spring",4045,"Barbabas Shimwall",141.90383842
"Fiona","Financial Modeling","Fall",2021,"Barbabas Shimwall",67.07867998
"Jill","Environmental Ethics","Fall",2021,"Barbabas Shimwall",84.58230808
"Jimmy","Counseling Psychology","Fall",2021,"Barbabas Shimwall",70.29990815
"Lee","Data Visualization","Spring",2021,"Barbabas Shimwall",70.97950499
"Peter","General Biology","Spring",2021,"Barbabas Shimwall",66.51974154
"Tim","Investment","Fall",2021,"Barbabas Shimwall",74.66585126
"Wang","Statistics","Fall",2021,"Barbabas Shimwall",68.3175545
"Jimmy","Counseling Psychology","Spring",2019,"Barbi Rattry",77.15514858
"Antony","Communication","Spring",4045,"Barby Senechell",148.65619484
"Cindy","Accounting","Fall",4045,"Barby Senechell",137.9886136
"Fiona","Financial Modeling","Fall",4045,"Barby Senechell",145.95589646
"Jack","US History","Spring",2021,"Barby Senechell",68.2838413
"Jack","Urban sociology","Fall",2021,"Barby Senechell",74.19348997
"Jill","Environmental Ethics","Fall",2021,"Barby Senechell",83.25681895
"Jimmy","Counseling Psychology","Fall",2021,"Barby Senechell",66.73109896
"Lee","Data Visualization","Spring",2021,"Barby Senechell",73.25230196
"Lee","Python2","Fall",2021,"Barby Senechell",79.73192362
"Peter","General Biology","Fall",2021,"Barby Senechell",78.96332144
"Sue","Commercial Law","Spring",2021,"Barby Senechell",76.237869
"Tim","Investment","Fall",2021,"Barby Senechell",81.23017533
"Tony","Modern History","Spring",2021,"Barby Senechell",69.16808512
"Wang","Statistics","Fall",2021,"Barby Senechell",68.84264574
"Andrew","Investment","Fall",2020,"Barde Conrath",84.2621754
"Cindy","Accounting","Spring",4044,"Barde Conrath",135.35926812
"Jill","Environmental Ethics","Fall",2020,"Barde Conrath",84.30263567
"Jimmy","Counseling Psychology","Spring",2020,"Barde Conrath",73.83743056
"Lee","Data Visualization","Spring",2020,"Barde Conrath",69.47843579
"Sue","Commercial Law","Spring",2020,"Barde Conrath",70.93291125
"Tony","Modern History","Fall",2020,"Barde Conrath",72.04422707
"Lee","Statistics","Fall",2020,"Barnabas Olifard",80.32011424
"Antony","Communication","Fall",4045,"Barr Wibrew",135.19356724
"Jill","Environmental Ethics","Fall",2021,"Barr Wibrew",71.47227382
"Jimmy","Counseling Psychology","Fall",2021,"Barr Wibrew",81.51947311
"Peter","General Biology","Fall",2021,"Barr Wibrew",80.98983093
"Sue","Commercial Law","Spring",2021,"Barr Wibrew",75.03703769
"Tim","Investment","Fall",2021,"Barr Wibrew",83.76553252
"Tony","Modern History","Fall",2021,"Barr Wibrew",76.43995036
"Wang","Data Visualization","Fall",2021,"Barr Wibrew",69.25544669
"Wang","Statistics","Fall",2021,"Barr Wibrew",67.30048833
"Antony","Communication","Spring",4047,"Barrett Checchetelli",156.31922146
"Jill","Environmental Ethics","Fall",2023,"Barrett Checchetelli",83.13816879
"Peter","General Biology","Spring",2023,"Barrett Checchetelli",77.34029685
"Sue","Commercial Law","Spring",2023,"Barrett Checchetelli",72.93929953
"Tim","Investment","Fall",2023,"Barrett Checchetelli",72.24814865
"Jill","Environmental Ethics","Spring",2023,"Bart Pollok",69.86541627
"Sue","Commercial Law","Fall",2023,"Bart Pollok",73.60326389
"Jack","Urban sociology","Spring",2019,"Bartholomew Emberson",87.28768125
"Jason","Big Data","Fall",2019,"Bartholomew Emberson",65.35101284
"Tony","Modern History","Fall",2019,"Bartholomew Emberson",85.41202092
"Wang","Data Visualization","Spring",2019,"Bartholomew Emberson",78.39792869
"Andrew","Investment","Spring",2019,"Bartie Shevlan",87.5484546
"Jane","US History","Spring",2019,"Bartie Shevlan",75.10375203
"Jimmy","Counseling Psychology","Fall",2019,"Bartie Shevlan",69.66348797
"Kim","Python2","Spring",2019,"Bartie Shevlan",80.48334789
"Sue","Commercial Law","Spring",2019,"Bartie Shevlan",79.13465159
"Tim","Accounting","Fall",2019,"Bartie Shevlan",75.83962974
"Tina","Big Data","Spring",2019,"Bartie Shevlan",72.4538252
